NAME,GL,GB,PX,PX_ERR,PMTOT,PMTOT_ERR,PS,PS_ERR,PSDOT_OBS,PSDOT_OBS_ERR,PSDOT_SHK,PSDOT_SHK_ERR,PSDOT_B,PSDOT_B_ERR,MODEL_PSDOT_B,MODEL_PSDOT_B_ERR,ALOS_PS,ALOS_PS_ERR,PB,PB_ERR,PBDOT,PBDOT_ERR,PBDOT_SHK,PBDOT_SHK_ERR,PBDOT_GR,PBDOT_GR_ERR,ALOS_PB,ALOS_PB_ERR,BSURF,BSURF_ERR,CHAR_AGE,CHAR_AGE_ERR
,(deg),(deg),(mas),(mas),(mas/yr),(mas/yr),(s),(s),(s/s),(s/s),(s/s),(s/s),(s/s),(s/s),(s/s),(s/s),(mm/s/yr),(mm/s/yr),(days),(days),(s/s),(s/s),(s/s),(s/s),(s/s),(s/s),(mm/s/yr),(mm/s/yr),(G),(G),(s),(s)
J0645+5158,163.963,20.251,0.82,0.17,1.1666299209023376e-15,6.1563584216482195e-18,0.00885349668641467,1.1e-17,4.9211e-21,4e-25,1.5116173400088164e-21,3.1378990624319665e-22,,,7.49966373651894e-21,2.393847758789312e-22,-4.3713003705633255,0.42180245119803117,,,,,,,,,,,175813263.64925686,8090446.2409135755,1.2983636477033093e+18,1.1949429838076358e+17
J0737-3039A,245.236,-4.505,0.87,0.14,6.618085303271836e-16,1.0773627237884383e-16,0.0226993785996239,1.1e-15,1.75993e-18,6e-23,1.175531048039513e-21,4.269271504910546e-22,1.7691798091834632e-18,4.3728033909477524e-20,3.7308749072084516e-19,6.174449625263775e-21,577.6008753050206,2.580021483365531,8834.534998272,4.319999999999999e-06,-1.252e-12,1.7e-14,4.3669939864282293e-16,1.1789147564200755e-16,-1.2484e-12,8e-16,-4.323402388176416,18.227996526153607,6393807688.680472,783655.6358992393,6453253993193953.0,1581883318326.5107
J0737-3039B,245.236,-4.505,0.87,0.14,6.618085303271836e-16,1.0773627237884383e-16,2.77346077007,8e-11,8.92e-16,8e-18,1.436290086721088e-19,5.2162912670408045e-20,8.931301623429194e-16,9.620048795068927e-18,9.357001107973672e-17,1.5363308068329777e-18,2723.451371296243,27.79227066781384,8834.534998272,4.319999999999999e-06,-1.252e-12,1.7e-14,4.3669939864282293e-16,1.1789147564200755e-16,-1.2484e-12,8e-16,-4.323402388176416,18.227996526153607,1591506627463.737,7138102100.026894,1554880841960688.2,13947661934626.865
J0740+6620,149.73,29.599,0.5,0.3,5.009736665616238e-15,6.1563584216482195e-18,0.00288573641141269,5e-18,1.219051e-20,1.7e-25,1.4900166381112124e-20,8.940174832945869e-21,3.988620251506566e-21,1.821697077541458e-21,-2.837359721727523e-21,1.6882200483696767e-22,0.4187246638757864,29.319037878092168,411864.01511616004,7.776e-06,1.1699999999999999e-12,2.6e-13,1.0659210702454422e-12,2.131882283713011e-13,-6.07e-16,2.1e-17,2.405012894992202,7.724366684985128,-999.0,999.0,-5.3249121023756826e+17,1.756888641148507e+18
J0751+1807,202.73,21.086,0.85,0.04,2.0839273257279222e-15,1.0773627237884385e-17,0.00347877083927936,1.3e-17,7.78699e-21,8e-26,1.8282968083358524e-21,8.808981764429232e-23,6.410315249749076e-21,6.168008803127549e-22,5.728733121888341e-21,2.1972940137027487e-22,0.625474422071854,0.6438866350867082,22735.664996515203,2.592e-07,-3.5e-14,5e-16,1.188319787872792e-14,5.224816544963521e-16,-4.4e-14,4e-15,-1.1999129267916733,1.6916852548711285,145692904.39188403,1076919.5744482474,2.919071957040808e+17,4315386178731869.0
J0931-1902,250.999,23.054,0.7,0.7,7.649275338897912e-16,2.154725447576877e-17,0.00463802939142942,2e-17,3.6285e-21,1.3e-24,3.987959242244863e-22,3.9942830666210423e-22,,,4.444511489595979e-21,2.0686880866436855e-22,-2.478317142795571,0.9176765623195137,,,,,,,,,,,123850593.56887965,7658549.160512845,7.180269898745663e+17,8.880127001524826e+16
J1012+5307,160.347,50.858,0.9,0.08,3.943455386986767e-15,6.15635842164822e-19,0.00525574910196982,6e-18,1.712733e-20,6e-26,9.341586642807656e-21,8.303683798010736e-22,1.0386760833585397e-20,3.2753177744289512e-21,9.198049191155484e-21,2.598996537760026e-22,-2.5425943175161785,1.5664383962745398,52243.7224754304,4.3199999999999995e-07,6.099999999999999e-14,6.000000000000001e-15,1.1072922480018618e-13,4.781559298022743e-14,-6.0000000000000005e-15,3.2e-14,-7.91991660345319,10.476911463861876,204699759.6127477,10915862.51825367,3.375239113882841e+17,3.5997742452730252e+16
J1012-4235,274.218,11.225,0.8,0.5,1.012720960361132e-15,9.234537632472328e-18,0.00310114124707936,3e-17,6.5456e-21,8e-25,4.089647014628187e-22,2.5571172969838006e-22,,,5.37032026385274e-21,2.160101624629007e-22,2.338130475357425,1.0213307189974792,,,,,,,,,,,139596943.34332204,2908495.3560709823,2.5267439697928554e+17,1.052891693201166e+16
J1017-7156,291.558,-12.553,0.6,0.6,1.5554039552294225e-15,1.846907526494466e-18,0.00233851444040266,5e-18,2.21387e-21,6e-26,9.699511686349601e-22,9.69953903797616e-22,5.496852438157128e-22,8.31282815617786e-22,3.7160819584752827e-22,1.7685204735033143e-22,3.529507062545871,3.989289057347101,562628.5142399999,0.07776,4e-13,2e-13,1.960247186809749e-13,8.401188350800265e-14,-3.9e-16,3.0000000000000004e-16,3.436911288530528,3.648197465387682,54577800.261938095,21278699.69937832,9.399787114069345e+17,7.329545942798134e+17
J1022+1001,231.795,51.101,1.16,0.08,3.6938150529889315e-15,4.617268816236164e-16,0.0164529299560677,6e-17,4.33373e-20,3e-25,1.990720185763984e-20,5.1626956165613125e-21,3.8007711452422053e-20,2.195886732903545e-22,3.410296811415366e-20,6.295634412186807e-22,-6.137915613982608,2.991035264309448,674363.5776,0.01728,2.1800000000000003e-13,9e-15,7.388753548238492e-13,1.996818390830623e-13,-5.2e-16,8e-17,-7.30110956594946,2.804581845718738,628287843.2107728,69219917.04539809,3.511067229872552e+17,7.736447076569077e+16
J1125-6014,292.504,0.894,0.6,0.3,2.635998767189226e-15,2.154725447576877e-18,0.0026303807814785,1.4e-17,3.73132e-21,1.3e-25,3.1335198126171433e-21,1.566768281307333e-21,1.2957276012717888e-21,3.4783050544374077e-22,-4.780251943724353e-22,1.7320894578752782e-22,3.8699567126729235,5.670311424280838,756224.95508352,3.456e-05,7e-13,1e-13,8.107880450662346e-13,5.945789852291819e-13,-2.2400000000000004e-16,3e-17,-1.3833939059855143,7.54394624322018,40127057.39315379,52584293.455518566,2.2000501480220285e+18,5.766088525603442e+18
J1400-1431,326.986,45.087,3.6,1.1,8.926719711389918e-15,9.234537632472329e-16,0.00308423326039194,8e-17,7.2333e-21,1.5e-24,7.02268485594339e-21,2.5914599749697146e-21,,,-1.32091492860931e-21,1.7064795110701028e-22,4.698521909371863,7.967459636416522,,,,,,,,,,,25791012.039472934,158669470.11331424,7.321964605648054e+18,9.009124902803625e+19
J1453+1902,23.395,60.812,-1.1,0.9,1.6776076698991397e-15,6.156358421648219e-17,0.00579230273884754,1.1e-16,1.1656e-20,5e-24,-1.5244530038629356e-21,1.2522880282335821e-21,,,1.3601955495760708e-20,3.1835771430869675e-22,-0.6885442212107589,2.110756627383988,,,,,,,,,,,279602321.53959525,13282754.04234097,2.1973079139047526e+17,2.087700875656213e+16
J1455-3330,330.722,22.562,1.3,0.1,1.2460469445415996e-15,2.154725447576877e-18,0.00798720492933221,1.3e-16,2.43041e-20,7e-25,9.812845277224373e-22,7.55596794608746e-23,1.8843356486311044e-20,2.669892408500818e-21,2.284176825604242e-20,4.541569461085305e-22,0.5698700359247508,0.5454105838181166,6581482.727903999,0.001728,4.5e-12,2.2000000000000003e-12,7.976949792421482e-13,6.300678863882044e-14,-1e-20,4.70197740328915e-46,5.322692719758479,3.1641707658817553,436754994.5530409,707514.9988904669,1.7123157662560346e+17,554768280876815.5
J1518+4904,80.808,54.282,1.24,0.04,1.317460702232719e-15,6.1563584216482195e-18,0.0409349889083329,6e-16,2.719e-20,3e-24,5.894174624944496e-21,1.9795360609528986e-22,2.422493796753046e-18,3.632558088311099e-24,5.2712940797067013e-20,9.275475576443227e-22,-7.261972069633555,0.2192291448641772,745978.0403289599,9.504000000000001e-05,-1.176e-15,5e-18,1.0788500065899624e-13,3.4989378066163425e-15,-1.18e-15,3.9999999999999997e-17,-1.3683647145769668,0.04438354062168816,944810161.1086812,4391707.105273828,9.61103600996874e+17,8934885942482380.0
J1600-3053,344.09,16.451,0.72,0.02,1.074900180419779e-15,1.5390896054120549e-18,0.00359792851006501,1.1e-17,9.50014e-21,4e-26,5.939241323565106e-22,1.658533165871915e-23,8.048231609754487e-21,2.902240972903261e-22,7.813058087113301e-21,2.4305988715738266e-22,2.8748372543927343,0.6406966057083715,1239707.3328,0.07776,5e-13,1e-13,2.7917331515037514e-13,5.073082987615956e-15,-1.2e-16,4e-17,1.6863637704919687,0.7642262382366978,181143540.48288774,168665.03568453793,2.0198974309259542e+17,376150395822054.06
J1603-7202,316.63,-14.496,0.3,0.3,1.1935639889970484e-15,1.846907526494466e-18,0.0148419522526173,5e-17,1.56292e-20,4e-25,7.249964113371433e-21,7.24999883209104e-21,1.045556391179494e-20,1.0891865610089826e-21,1.8144323008284613e-20,3.83631060496476e-22,-6.225411103099037,4.628465219831721,545065.603443936,1.6416e-05,1.9e-13,4.0000000000000006e-14,2.1566447982615645e-13,1.0384059823054377e-13,-1e-20,7.147005652999508e-47,-0.4455192401809115,1.931722868162593,356859860.72600657,154383622.35094395,8.856387654810994e+17,7.662846722588884e+17
J1614-2230,352.636,20.192,1.54,0.1,4.986650321535058e-15,9.234537632472329e-17,0.00315080765569067,3e-18,9.62423e-21,6e-26,5.233517356183635e-21,3.912314060341491e-22,4.0389223605272636e-21,2.938701024194519e-22,4.160632819674128e-21,2.0421054927228337e-22,0.6909388112289042,1.325303532217635,750523.9181601601,2.592e-06,1.33e-12,7e-14,1.2788750306709518e-12,8.927215057129707e-14,-4.2300000000000007e-16,3e-18,0.6498752058257125,1.4302090717275753,119022325.62155813,5302700.96536165,3.588036739466533e+17,3.1970952983422616e+16
J1640+2224,41.051,38.271,0.8,0.2,1.7739546791979343e-15,1.0773627237884384e-18,0.0031633158677602,3e-17,2.81745e-21,1.1e-25,1.2800068108827597e-21,3.2000547964736986e-22,8.349550950359137e-22,3.9646298511563424e-22,1.3118782416443945e-21,1.8204857408629447e-22,0.6747019969584206,1.1012412205952617,15159801.4195392,0.0007776000000000001,9.5e-12,1.9e-12,5.300013497285112e-12,1.3740926536417596e-12,-1e-20,1.0579449157400589e-46,2.6214243368707812,1.46351425832536,70570110.37525985,7344278.967004496,1.0287586202051776e+18,2.1412720644252304e+17
J1653-0158,16.615,24.935,1.9,1.1,3.0627883147699888e-15,2.924270250282904e-16,0.0019676820247057,2e-16,2.402e-21,3e-24,9.993323519222302e-22,6.092189197774104e-22,,,2.883913357052178e-22,1.764498358851249e-22,5.358224720910388,3.049989271088487,,,,,,,,,,,53162430.45408158,11545126.595263788,7.014070750837632e+17,3.0464496854221696e+17
J1713+0747,28.751,25.223,0.88,0.01,9.683797888292107e-16,2.1547254475768767e-19,0.00457013659815447,5e-18,8.52959e-21,5e-26,5.00971026350252e-22,5.697216236237016e-24,8.323737870193903e-21,5.693087058984963e-23,8.559327491613083e-21,2.5201849861259725e-22,-1.0987776599493573,0.5219118230798702,5860091.31620544,6.0480000000000004e-05,2.6400000000000004e-13,7.3e-14,6.421886417333932e-13,7.351824172632165e-15,-6.7000000000000006e-18,2e-19,-0.6106317017255021,0.11846573125123866,193836247.0071396,68777.05525353078,2.8461536243990675e+17,201974675126805.8
J1721-2457,0.387,6.751,0.1,0.2,4.77117777677737e-16,9.234537632472329e-17,0.00349663378270016,1.9e-16,5.542e-21,7e-24,8.187965687319977e-22,1.6679840561806348e-21,,,4.808707520113975e-21,2.1038121723051884e-22,-0.23137672943142323,4.5494171259460865,,,,,,,,,,,130044916.02775213,22962673.513875574,3.7015489948539494e+17,1.3072015986585238e+17
J1738+0333,27.721,17.742,0.59,0.05,1.3414705000771468e-15,3.0781792108241098e-18,0.0058500958606095,3e-16,2.41177e-20,1.4e-24,1.8354725387846657e-21,1.5577643234050602e-22,2.182980015597602e-20,2.5505265562695963e-21,1.8643583984488274e-20,3.910084615934329e-22,5.8851761402084835,0.6807658153036223,30653.919924975362,1.1232000000000002e-07,-1.7e-14,3.1e-15,8.263134035074217e-15,5.623245249568383e-16,-2.899999999999999e-14,1.2999999999999998e-14,1.1534650656968513,4.12889563219289,365351396.1041883,1277148.694818915,1.3127268965349706e+17,917772566597893.8
J1741+1351,37.885,21.641,0.6,0.1,1.791500300699632e-15,3.0781792108241098e-18,0.00374715450025994,8e-18,3.021648e-20,1.5e-25,2.0618581675047115e-21,3.4371606575630376e-22,2.6765020140973717e-20,1.061987651355371e-21,1.6487588801107237e-20,3.5940470239829157e-22,29.460612455487418,1.2557534338262006,1411374.05236512,4.32e-05,1.3000000000000001e-12,4e-13,8.455186649847442e-13,2.3486847978400914e-13,-1e-20,4.70197740328915e-47,3.0468907086169614,3.1097452638218055,328681777.91355807,2006299.6942435303,6.6545992387208664e+16,812404052497865.8
J1744-1134,14.794,9.18,2.58,0.03,3.2348585326550567e-15,7.695448027060274e-19,0.00407454594182515,9e-18,8.93443e-21,5e-26,1.6999837326938057e-21,1.978379321143053e-23,,,7.377587590534882e-21,2.379679641119934e-22,-0.3324059219671375,0.5545208925091349,,,,,,,,,,,173736966.95902073,237557.03461660625,2.816073125208476e+17,770104362470925.6
J1751-2857,0.646,-1.124,1.1,0.4,1.3236170606543672e-15,4.6172688162361645e-17,0.0039148732594333,4e-16,1.12248e-20,1.3e-24,6.4139327378950205e-22,2.374878456222532e-22,,,9.273224089691218e-21,2.6083930245737157e-22,3.1666282112386854,0.8525974542924378,,,,,,,,,,,205978350.05120212,2311074.7203280716,1.8495335957078266e+17,4150349137543148.5
J1801-1417,14.546,4.162,0.8,0.3,1.6960767451640844e-15,1.0773627237884385e-17,0.00362509671716749,1.4e-16,5.304e-21,1e-24,1.3408965618064866e-21,5.031246817964484e-22,,,4.294001849306236e-21,2.0545054088487784e-22,-0.8636902709715811,1.418497025222487,,,,,,,,,,,121290694.04499534,7699075.148460937,4.5735580381670586e+17,5.806243802782274e+16
J1832-0836,23.109,0.257,0.48,0.14,3.5245151963936052e-15,1.8469075264944655e-17,0.00271911202101883,5e-18,8.2739e-21,3e-25,7.238678768757124e-21,2.1126438621462256e-21,,,3.1931325666609734e-22,1.7659816336228542e-22,2.491225518876325,7.3772444299041675,,,,,,,,,,,53688356.97010381,54782676.176863454,1.313299968623272e+18,2.6801374064859756e+18
J1853+1303,44.875,5.367,0.53,0.07,5.186731970238625e-16,6.1563584216482195e-18,0.00409179738358213,6e-17,8.7171e-21,1.1e-24,2.136488353030863e-22,2.8669941758291565e-23,,,8.260732929415041e-21,2.484002569582691e-22,0.5612692239972413,0.5782274054906796,,,,,,,,,,,188757688.07806545,318438.5706463128,2.4059627698984806e+17,811782930036581.6
J1909-3744,359.731,-19.596,0.94,0.02,5.698633172998674e-15,7.695448027060274e-19,0.00294710806976674,8e-18,1.402531e-20,7e-26,1.0473317725791426e-20,2.228544996968119e-22,2.638677234208699e-21,4.4496921542341684e-23,3.2500089385803798e-21,1.9618826885334071e-22,0.9695492170872931,0.9532522066014422,132490.0326580704,8.639999999999999e-08,5.09e-13,2e-15,5.130134843768603e-13,4.4247015638523754e-15,-2.9000000000000006e-15,4e-17,-0.07952137200421348,0.3467909898542024,103534243.69430083,3247905.884500922,4.148528265624381e+17,2.602816012395621e+16
J1910+1256,46.564,1.795,0.36,0.06,1.092753619842559e-15,4.617268816236164e-18,0.00498358401867271,1.8e-16,9.6784e-21,8e-25,1.7004288248667392e-21,2.837688756176699e-22,,,9.026080613862137e-21,2.5775947600372994e-22,-1.989975782909326,0.7278613421959113,,,,,,,,,,,201774881.98837206,3588484.946203973,3.1233404516465094e+17,1.110947019981339e+16
J1911-1114,25.137,-9.579,0.37,0.14,2.631843225254614e-15,4.6172688162361645e-17,0.003625745633114,5e-15,1.395e-20,4e-23,6.982168195756957e-21,2.6532362734378572e-21,,,6.619382907966111e-21,2.2936458051422287e-22,0.9093366689765972,6.950679275801594,,,,,,,,,,,160841262.72254652,30626339.612051785,2.601774651697327e+17,9.908257710506056e+16
B1913+16,49.968,2.122,0.24,0.07,1.1081445158966795e-16,1.8469075264944655e-17,0.059030003217813,1.1e-14,8.6183e-18,4e-22,3.1069125918033196e-22,1.3761222449287757e-22,8.661387470710299e-18,2.1553265418504987e-21,1.3390954597210368e-18,2.2033241321401365e-20,1166.7438564299785,3.532389226464079,27906.979586515197,2.592e-07,-2.423e-12,1e-15,1.6530295566036839e-16,1.0593121129806787e-16,-2.4026299999999994e-12,5.000000000000001e-17,-6.962596434490254,0.34137319824978074,22823873797.08085,560149.0934040489,3424812975686896.0,168105195504.08658
J1923+2515,58.946,4.749,0.8,0.3,2.442535203788931e-15,7.695448027060274e-18,0.00378815552088283,8e-18,9.555e-21,3e-25,2.905990191734608e-21,1.0899001544985964e-21,,,6.605128789280173e-21,2.292062206271985e-22,0.1096053737364484,2.7818849219998523,,,,,,,,,,,160598825.68285072,13162613.42683521,2.8486614023141978e+17,4.669502241150199e+16
J1933-6211,334.431,-28.631,1.0,0.3,1.913088379527184e-15,4.617268816236164e-18,0.0035434314957408,4e-17,3.871e-21,3e-25,1.3340397660058134e-21,4.00263732175687e-22,1.6307654638217045e-21,3.1992200188485974e-22,2.803752623725276e-21,1.9255895719035849e-22,-0.712413826729791,1.1860733453982037,1107596.7402624,8.64e-05,7e-13,1e-13,6.661120964589906e-13,1.2493746605991408e-13,-1.5299999999999997e-16,2.8999999999999997e-17,0.29080532435363016,1.3671014153784533,95944222.71140039,7568704.257794061,6.983616550745115e+17,1.1018261825189606e+17
J1944+0907,47.16,-7.357,0.6,0.3,4.090900171185242e-15,9.234537632472328e-18,0.00518520190879864,1.4e-17,1.733667e-20,1.9e-25,1.4877393575096096e-20,7.439000016412448e-21,,,3.881285096809303e-21,2.016656814631825e-22,-2.594893369675222,13.579736925405857,,,,,,,,,,,114271120.97192106,172827841.24116382,1.0542129091895909e+18,3.188860663204205e+18
J1946+3417,69.294,4.713,-0.3,1.0,1.375946107238377e-15,2.154725447576877e-17,0.00317013917902887,8e-17,3.164e-21,4e-24,-2.057948913172639e-21,6.86013251156403e-21,,,4.817728197776065e-21,2.1046962727722214e-22,1.2064884830242817,20.485260476907833,,,,,,,,,,,130198341.60506296,85521521.07189125,3.03539849943e+17,3.987637531022058e+17
J2010-1323,29.446,-23.54,0.41,0.12,9.834782578583029e-16,2.0008164870356714e-17,0.00522327101686168,5e-18,4.82503e-21,1.4e-25,1.2675435719473885e-21,3.7455613543852183e-22,,,5.272949781788648e-21,2.1501645964469035e-22,-3.107576497687257,0.7823628221322187,,,,,,,,,,,137940845.76580864,7261671.233777685,7.341238150163414e+17,7.729350592189398e+16
J2017+0603,48.621,-16.026,0.4,0.2,3.416778924014762e-16,1.2312716843296439e-17,0.00289621581672297,1.1e-17,7.9931e-21,7e-25,8.695195594609076e-23,4.392531774109636e-23,,,6.1657416784454525e-21,2.2438965174003863e-22,5.685945410663575,0.7470032094558625,,,,,,,,,,,153125637.56239945,425425.0156699273,1.8316225553739587e+17,1017749955821504.5
J2033+1734,60.857,-13.154,1.0,0.6,1.740710343721034e-15,2.3086344081180822e-17,0.00594895754058564,4e-17,1.1146e-20,3e-24,1.854251146780072e-21,1.1136373452838594e-21,,,1.1150857446402346e-20,2.850386476487612e-22,-2.9569694166888136,1.8283800910103252,,,,,,,,,,,237913531.92142063,14257292.122491838,3.2012044420056134e+17,3.836730639480137e+16
J2043+1711,61.919,-15.313,0.72,0.07,1.885384766629767e-15,2.462543368659288e-18,0.00237987892401345,3e-18,5.24431e-21,6e-26,1.2086401612706834e-21,1.1754909064927534e-22,3.3328983384204255e-21,1.8585032143088487e-22,2.9934785728867125e-21,1.940764537078185e-22,4.143577918145801,0.9021151019655987,128069.92394392319,5.184e-07,1e-13,1.0000000000000002e-14,7.486644138467945e-14,4.679727755447794e-15,-2.8600000000000003e-15,1.5999999999999999e-16,2.0682065192303973,0.8157986437932919,99171121.44022526,1444305.0507596117,2.9485550343766304e+17,8588413374269845.0
J2124-3358,10.925,-45.438,2.1,0.1,8.043282277883398e-15,4.617268816236164e-18,0.00493111494398564,8e-17,2.05688e-20,3e-25,1.5626694407163493e-20,7.443445555470775e-22,,,6.450650745061103e-21,2.2749837829362564e-22,-2.894650478135499,1.4934959056202415,,,,,,,,,,,157971430.71276304,11896263.82161538,4.9888806009458835e+17,7.513895333556197e+16
J2129-5721,338.005,-43.57,0.26,0.17,2.0520681708958925e-15,1.5390896054120549e-18,0.00372634848602395,1e-17,2.08536e-20,1e-25,6.208237958683586e-21,4.059243193788208e-21,1.102416693166785e-20,5.858602537604788e-22,1.1061686578575143e-20,2.838603318991139e-22,9.099722518072607,10.332462437310943,572442.60295008,4.32e-05,1.51e-12,9e-14,8.92673585383392e-13,3.4715396357874475e-13,-1e-20,0.0,10.203892232374123,5.927864709319851,236396895.10230544,32760968.457479935,1.2721940487068366e+17,3.526129992819174e+16
J2145-0750,47.777,-42.084,1.4,0.08,2.0223637415114402e-15,7.695448027060274e-18,0.0160524239210727,3e-17,2.97926e-20,3e-25,4.8239832619728175e-21,2.7809012717149633e-22,2.6260899685370288e-20,5.43338550969062e-22,3.482951654792445e-20,6.410634030691948e-22,-5.812445177127673,0.4118927304833486,590881.18593168,7.776e-06,1.3e-13,2.0000000000000003e-14,1.7650284835333726e-13,1.2455879590235986e-14,-9.999999999999998e-21,0.0,-0.7446672308672097,0.3773006364445857,640645131.3293829,3567622.339281729,3.2145200692325235e+17,3580201596245992.5
J2222-0137,62.018,-46.075,3.73,0.016,6.935137761986719e-15,7.695448027060274e-18,0.0328178590643788,1.1e-16,5.8047e-19,3e-23,4.3529759304354616e-20,2.102325998221669e-22,5.395660301725588e-19,1.1497922031998052e-21,2.4691498724918157e-19,4.104045013653145e-21,83.61968228113561,1.1848556665349896,211313.66360869442,5.184e-07,2.554e-13,7.4e-15,2.8029105969987e-13,1.349657124761686e-15,-7.980000000000001e-15,1.1999999999999998e-16,-0.757227167176834,0.3368589841968219,4247839291.2899566,840019.8469259462,3.056006663037665e+16,12086644871680.2
J2229+2643,87.693,-26.284,0.2,0.3,9.326883008797052e-16,1.3851806448708493e-17,0.00297781929574537,8e-18,1.5237e-21,5e-25,1.332343076874246e-21,1.998906404104647e-21,,,-1.4170580553470094e-21,1.7042480461342555e-22,5.110727352748887,6.374554413981407,,,,,,,,,,,24155789.578726955,126165187.04147652,7.780798434422036e+18,8.127789709473194e+19
